state,datacenter_name,metadata
Texas,2323 Bryan Street (DFW10),"Digital Realty | 2323 Bryan Street | 75201 | Dallas | Texas, | USA | 2323 Bryan Street is located in downtown Dallas and consists of over 477,000 square feet."
California,LightEdge - San Diego II,"LightEdge | 9725 Scranton Road | 92121 | San Diego | California, | USA | NFINIT's Scranton Data Tech Center (SDTC) is located in the area San Diego, USA (America), and the colocation data center is carrier neutral."
California,Lumen San Diego 1,"Lumen | 8929 Aero Drive | 92123 | San Diego | California, | USA | For all information regarding Products and Services for Level 3 Communications go to www.level3.com"
California,Lumen San Diego 2,"Lumen | 8923 Complex Drive | 92123 | San Diego | California, | USA | For all information regarding Products and Services for Level 3 Communications go to www.level3.com"
California,"Sierra Morena Tower, LLC","Sierra Morena Tower, LLC | 15040 Skyline Blvd | 94062 | Redwood City | California, | USA | A Redundant Data center with flexible lease terms in the heart of the San Francisco Bay Area with an onsite microwave tower and high security infrastructure."
California,Equinix SV8,"Equinix | 529 Bryant St | 94301 | Palo Alto | California, | USA | Equinix helps companies accelerate business performance by connecting them to their customers and partners inside the world’s most networked data centers."
California,AT&T Redwood,"AT&T | 3175 Spring Street | 94063 | Redwood City | California, | USA | Please see the profile for further details."
California,1500 Space Park Dr (SJC14),"Digital Realty | 1500 Space Park Dr | 95054 | Santa Clara | California, | USA | Located within the Santa Clara data center campus and located near Highway 101, near three cost-effective sub-stations of the power grids of Silicon Valley Power."
California,1100 Space Park Dr (SJC10),"Digital Realty | 1100 Space Park Drive | 95054 | Santa Clara | California, | USA | This 51,615 sq. ft. data center was renovated in June of 2008 into a two-story facility that services an IT services tenant with 9 MW of total power, and is Gold LEED certified."
California,3105 Alfred Rd (SJC30),"Digital Realty | 3105 Alfred Road | 95054 | Santa Clara | California, | USA | This 49,858 square foot single-story building was renovated in 2011 into four Turn-Key Datacenter® PODs"
California,3205 Alfred St (SJC35),"Digital Realty | 3205 Alfred Street | 95054 | Santa Clara | California, | USA | Digital Realty's data center at 3205 Alfred Street offers maximum product flexibility near Highway 101 on major fiber routes and near three cost-effective substations on the power grids of Silicon Valley Power."
California,2820 Northwestern Pkwy (SJC34),"Digital Realty | 2820 Northwestern Pkwy | 95051 | Santa Clara | California, | USA | This 32,000 square foot center in the heart of Silicon Valley delivers industry leading high-power density and 2N-redundant, energy efficient space."
California,1525 Comstock St (SJC16),"Digital Realty | 1525 Comstock Street | 95054 | Santa Clara | California, | USA | The Data Center has 29,234 sq. ft. of raised floor with 4,500 kW of critical IT load and is Platinum LEED certified."
California,1201 Comstock St (SJC15),"Digital Realty | 1201 Comstock Street | 95054 | Santa Clara | California, | USA | Located in the heart of Silicon Valley near Highway 101, this data center is strategically placed on major fiber routes and near three cost-effective sub-stations of the power grids of Silicon Valley Power."
California,1725 Comstock St (SJC29),"Digital Realty | 1725 Comstock Street | 95054 | Santa Clara | California, | USA | Our 1725 Comstock Street site is a single story data center with 40,000 sq. ft., located on 1.96 acres in Santa Clara, CA."
California,2805 Lafayette St (SJC31),"Digital Realty | 2805 Lafayette Street | 95050 | Santa Clara | California, | USA | Digital Realty's data center at 2805 Lafayette Street provides the ability to rapidly deploy within one of the most connected data center campuses in Silicon Valley."
California,2220 De La Cruz Blvd (SC1),"Digital Realty | 2220 De La Cruz Boulevard | 95050 | Santa Clara | California, | USA | The 360,000 square-foot facility at 2220 De La Cruz Blvd offers a critical power capacity of 36.6 megawatts."
California,Cologix SV1,"Cologix | 2050 Martin Ave. | 95050 | Santa Clara | California, | USA | SV1 is Cologix's first data center in California. Located in the heart of Silicon Valley, SV1 is an 84K SQF interconnection hub centered in a secure 5-acre data center campus with the capability of 20 MW of power."
California,3011 Lafayette St (SJC11),"Digital Realty | 3011 Lafayette Street | 95054 | Santa Clara | California, | USA | Please see the profile for further details."
California,1350 Duane & 3080 Raymond,"Digital Realty | 1350 Duane Ave / 3080 Raymond St | 95054 | Santa Clara | California, | USA | Please see the profile for further details about 1350 Duane & 3080 Raymond."
California,2825-2845 Lafayette Street (SJC36),"Digital Realty | 2825-2845 Lafayette St | 95054 | Santa Clara | California, | USA | Please see the profile for further details about 2825-2845 Lafayette Street (SJC36)."
California,2045 & 2055 LaFayette St (SJC17),"Digital Realty | 2045 & 2055 LaFayette Street | 95050 | Santa Clara | California, | USA | Digital Realty is the world's leading provider of premium data center solutions. Please see the profile for further details."
California,641 Walsh Ave (SJC37),"Digital Realty | 641 Walsh Ave | 95054 | Santa Clara | California, | USA | Please see the profile for further details."
California,2403 Walsh St (SJC19),"Digital Core REIT | 2403 Walsh Street | 95051 | Santa Clara | California, | USA | Please see the profile for further details."
California,2401 Walsh St (SJC18),"Digital Core REIT | 2401 Walsh Street | 95051 | Santa Clara | California, | USA | Please see the profile for further details."
California,GDC - Silicon Valley SV1 Data Center,"NTT DATA, Inc. | 1160 Walsh Avenue | 95050 | Santa Clara | California, | USA | SV1 is the first Santa Clara data center to feature a base isolation system for earthquake resistance"
California,EdgeConneX Santa Clara - EDCSVC02,"EdgeConneX | 1700 Richard Avenue | 95050 | Santa Clara | California, | USA | EdgeConneX-EDCSVC02 is a world class data center facility located in the heart of Silicon Valley."
California,CoreSite Silicon Valley (SV9),"CoreSite | 2915 Stender Way | 95054 | Santa Clara | California, | USA | CoreSite’s strategic Silicon Valley campus expansion includes a new facility, SV9. This purpose-built data center will be constructed to offer 200,000 square feet of turn-key data center space and 34 CMW capacity in 2023."
California,Prime Santa Clara - 1231 Comstock,"Prime Data Centers | 1231 Comstock St | 95054 | Santa Clara | California, | USA | Prime’s Santa Clara data center at 1231 Comstock provides 9MW of confirmed, critical power capacity in the heart of Silicon Valley."
California,Prime Santa Clara - 1111 Comstock,"Prime Data Centers | 1111 Comstock St | 95054 | Santa Clara | California, | USA | Prime’s Santa Clara data center at 1111 Comstock provides 9MW of confirmed, critical power capacity in the heart of Silicon Valley."
California,DataBank SFO1 - Silicon Valley,"DataBank | 5101 Lafayette St | 95054 | Santa Clara | California, | USA | DataBank’s SFO1 Silicon Valley data center features a N+1 power design and N+1 cooling and is a carrier-neutral interconnection hub with access to on-site carriers and Internet, fiber, and cross-connect options."
California,Evocative SJC11,"Evocative Data Centers | 2151 Mission College Blvd | 95054 | Santa Clara | California, | USA | INAP's Santa Clara data center facility offers superior power density and green technology."
California,Equinix SV2,"Equinix | 1350 Duane Ave | 95054 | Santa Clara | California, | USA | Known as Equinix IBX SV2. Please see the profile for further details."
California,Colovore SJC01,"Colovore | 1101 Space Park Dr | 95054 | Santa Clara | California, | USA | virtualize, converge, colovore. Wall to Wall 20kW per Rack.  Watch your TCO plummet: Colovore is Silicon Valley’s premier provider of high-density colocation solutions that future-proof your business and save you money. Let us relieve the pressure in your server room or datacenter"
California,Summit Silicon Valley,"Summit (formerly Deft) | 2820 Northwestern Pkwy | 95051 | Santa Clara | California, | USA | Summit's carrier-neutral Silicon Valley data center provides 38,000 sq.ft of highly connected and compliant colocation space with 100% uptime SLAs, N+2 UPS redundancy, and robust security measures."
California,CyrusOne SCV1 - Santa Clara,"CyrusOne Data Centers | 2600 De La Cruz Blvd. | 95050 | Santa Clara | California, | USA | Introducing CyrusOne’s SCV1 Data Center. This brand-new purpose-built facility in Santa Clara, California, offers industry-leading efficiencies, the latest cooling technology, uniquely low PUEs, and multilayer security."
California,Equinix SV4,"Equinix | 255 Caspian Drive | 94089 | Sunnyvale | California, | USA | Known as Equinix IBX SV4. Please see the profile for further details."
California,EdgeCore Silicon Valley SV01,"EdgeCore | 2201 Laurelwood Rd | 95054 | Santa Clara | California, | USA | Please see the profile for further details about EdgeCore Silicon Valley SV01."
California,Centersquare - Silicon Valley SFO1-A,"Csquare | 2401 Walsh Ave. | 95051 | Santa Clara | California, | USA | Cyxtera Technologies combines a worldwide footprint of 50+ best-in-class data centers with a portfolio of modern, cloud- and hybrid-ready security and analytics offerings."
California,Centersquare - Silicon Valley SFO2-A,"Csquare | 4700 Old Ironsides Dr | 95054 | Santa Clara | California, | USA | Cyxtera Technologies combines a worldwide footprint of 50+ best-in-class data centers with a portfolio of modern, cloud- and hybrid-ready security and analytics offerings."
California,STACK Infrastructure SVY02A,"STACK INFRASTRUCTURE | 1200 Memorex Dr | 95050 | Santa Clara | California, | USA | Customizable for high-density workloads, with ample office and storage spaces, STACK's SVY02A is a unique opportunity to secure your data center future in Silicon Valley, the heart of U.S. innovation."
California,Equinix SV17 (NAP West),"Equinix | 3030 Corvin Drive | 95051 | Santa Clara | California, | USA | Located in the heart of Silicon Valley in Santa Clara, SV17 is the location to interconnect to key software, IT, engineering, computer, internet content and microprocessor firms in the IBX."
California,Equinix SV6,"Equinix | 444 Toyama Drive | 94089 | Sunnyvale | California, | USA | Equinix helps companies accelerate business performance by connecting them to their customers and partners inside the world’s most networked data centers."
California,Centersquare - Silicon Valley SFO4-A,"Csquare | 1500 Space Park Dr | 95054 | Santa Clara | California, | USA | Centersquare's Silicon Valley SFO4-A data center is a state-of-the-art facility located in the heart of the tech world."
California,Centersquare - Silicon Valley SFO4-B,"Csquare | 1550 Space Park Dr | 95054 | Santa Clara | California, | USA | Centersquare's Silicon Valley SFO4-B datacenter is a state-of-the-art facility located in the heart of the tech world."
California,Centersquare - Silicon Valley SFO2-B,"Csquare | 4650 Old Ironsides Dr | 95054 | Santa Clara | California, | USA | Cyxtera Technologies combines a worldwide footprint of 50+ best-in-class data centers with a portfolio of modern, cloud- and hybrid-ready security and analytics offerings."
California,Prime Santa Clara - 2215 Martin,"Prime Data Centers | 2215 Martin Ave | 95050 | Santa Clara | California, | USA | Prime's Santa Clara data center at 2215 Martin provides 9MW of confirmed, critical power capacity in the heart of Silicon Valley."
California,Intel Santa Clara (D2P3),"Intel Corporation | 2200 Mission College Blvd | 95054 | Santa Clara | California, | USA | Intel’s D2P3 data center in Santa Clara, California, is the company’s largest and most energy-efficient facility, occupying 30,000 square feet within a repurposed semiconductor fabrication plant."
California,Centersquare - Silicon Valley SFO1-B,"Csquare | 2403 Walsh Ave. | 95051 | Santa Clara | California, | USA | Cyxtera Technologies combines a worldwide footprint of 50+ best-in-class data centers with a portfolio of modern, cloud- and hybrid-ready security and analytics offerings."
California,Equinix SV15,"Equinix | 2970 Corvin Drive | 95051 | Santa Clara | California, | USA | Located in the heart of Silicon Valley in Santa Clara, SV15 is the location to interconnect to key software, IT, engineering, computer, internet content and microprocessor firms in the IBX."
California,Equinix SV14,"Equinix | 2960 Corvin Drive | 95051 | Santa Clara | California, | USA | Located in the heart of Silicon Valley in Santa Clara, SV14 is the location to interconnect to key software, IT, engineering, computer, internet content and microprocessor firms in the IBX."
California,Equinix SV16,"Equinix | 3000 Corvin Drive | 95051 | Santa Clara | California, | USA | Located in the heart of Silicon Valley in Santa Clara, SV16 is the location to interconnect to key software, IT, engineering, computer, internet content and microprocessor firms in the IBX."
California,EdgeCore Silicon Valley Campus,"EdgeCore | 2201 Laurelwood Rd | 95054 | Santa Clara | California, | USA | EdgeCore's Silicon Valley campus, strategically-located in Santa Clara, California, is capable of supporting 80 MW of critical load, across 700,000 square feet of space."
California,EdgeCore Silicon Valley SV02,"EdgeCore | 2201 Laurelwood Rd | 95054 | Santa Clara | California, | USA | Please see the profile for further details about EdgeCore Silicon Valley SV02."
California,Evocative SJC3,"Evocative Data Centers | 3080 Raymond Street | 95054 | Santa Clara | California, | USA | Located in the heart of Santa Clara, Evocative's state-of-the-art colocation facility offers both unmatched performance and security for your crucial IT infrastructure."
California,Colovore SJC02,"Colovore | 3060 Raymond St | 95054 | Santa Clara | California, | USA | Colovore's SJC02 Data Center stands as a premier facility tailored for high-performance computing (HPC), artificial intelligence (AI), GPU servers, and big data workloads."
California,Connect Santa Clara,"Connect Data Centers by Oppidan | 715-805 Comstock St | 95054 | Santa Clara | California, | USA | Oppidan, in partnership with Harrison Street Real Estate Capital, is set to develop a 50MW data center in Santa Clara, California. The facility will span 200,000 square feet and will be located on a seven-acre site at 715, 790, 795, and 805 Comstock Street."
California,OpenColo - SC1,"OpenColo | 3223 Kenneth Street | 95054 | Santa Clara | California, | USA | OpenColo SC1 is located in Santa Clara, California and offers Shared and Full Cabinet Colocation up to 15kw. The datacenter is carrier neutral."
California,CoreSite Santa Clara (SV8),"CoreSite | 3035 Stender Way | 95054 | Santa Clara | California, | USA | The CoreSite campus in Silicon Valley is comprised of seven operational data centers, providing a variety of colocation options in the heart of one of the largest concentrations of Internet and technology companies in the world."
California,Vantage CA3 - Santa Clara III,"Vantage Data Centers | 2590 Walsh Ave | 95051 | Santa Clara | California, | USA | Vantage's CA3 data center, located in Santa Clara, California, spans an impressive 486,000 square feet across a four-story facility and is designed to deliver 64MW of critical IT load."
California,Datacate Santa Clara,"Datacate Inc. | 2151 Mission College Blvd | 95054 | Santa Clara | California, | USA | The Datacate Santa Clara data center is a cutting-edge facility situated in the heart of Silicon Valley. It is engineered to cater to the high-power requirements of contemporary businesses."
California,CoreSite Santa Clara (SV3),"CoreSite | 2901 Coronado Drive | 95054 | Santa Clara | California, | USA | SV3 supports hybrid and multi-cloud solutions with low latency access to the network, cloud and enterprise community within CoreSite's Silicon Valley data center market."
California,Evocative SJC14,"Evocative Data Centers | 1525 Comstock Street | 95054 | Santa Clara | California, | USA | They provide outstanding performance with 100 percent uptime, connect seamlessly to San Francisco via a fiber ring, and leverage Santa Clara’s low electricity rates to ensure you’ll receive superior connectivity at the lowest price."
California,Amazon AWS SFO - Mission College Campus,"Amazon AWS | 2305 Mission College Blvd | 95054 | Santa Clara | California, | USA | Please see the profile for further details about AWS SFO - Mission College Campus."
California,CloudHQ SJC1,"CloudHQ | 552 Reed St | 95050 | Santa Clara | California, | USA | CloudHQ's SJC1 data center offers flexible room densities for various deployment needs. Power reliability is further enhanced by an on-site substation delivering medium-voltage power."
California,CoreSite Santa Clara,"CoreSite | 2805-2855 Bowers Ave | 95051 | Santa Clara | California, | USA | Please see the profile for further details about LightEdge - Santa Clara."
California,CoreSite Santa Clara (SV4),"CoreSite | 2972 Stender Way | 95054 | Santa Clara | California, | USA | The CoreSite campus in Silicon Valley is comprised of seven operational data centers, providing a variety of colocation options in the heart of one of the largest concentrations of Internet and technology companies in the world."
California,China Telecom Santa Clara,"China Telecom Americas | 2807 Mission College Blvd | 95054 | Santa Clara | California, | USA | Located at 2807 Mission College Blvd Bldg 2, Santa Clara, CA 95054, China Telecom Santa Clara offers colocation services for businesses."
California,CoreSite Santa Clara (SV7),"CoreSite | 3020 Coronado Drive | 95054 | Santa Clara | California, | USA | The CoreSite campus in Silicon Valley is comprised of seven operational data centers, providing a variety of colocation options in the heart of one of the largest concentrations of Internet and technology companies in the world."
California,EdgeConneX Santa Clara - EDCSVC01,"EdgeConneX | 1600 Memorex Dr | 95050 | Santa Clara | California, | USA | Please see the profile for further details about EdgeConneX Santa Clara - EDCSVC01."
California,Amazon AWS SFO - 2305 Mission B,"Amazon AWS | 2305 Mission College Blvd | 95054 | Santa Clara | California, | USA | Please see the profile for further details about Amazon AWS SFO - 2305 Mission B."
California,Amazon AWS SFO - 2305 Mission A,"Amazon AWS | 2305 Mission College Blvd | 95054 | Santa Clara | California, | USA | Please see the profile for further details about Amazon AWS SFO - 2305 Mission A."
California,Amazon AWS SFO - 960 Central,"Amazon AWS | 960 Central Expy | 95050 | Santa Clara | California, | USA | Please see the profile for further details about Amazon AWS SFO - 960 Central."
California,StratCap Santa Clara,"StratCap Data Centers | 3205 Bassett St | 95054 | Santa Clara | California, | USA | StratCap Wireless operates a purpose-built data center at 3205 Bassett Street in Santa Clara, California. Constructed in 2002, this two-story facility spans approximately 33,250 square feet (3,100 square meters) and serves as a network switch facility."
California,CoreSite Santa Clara (SV5),"CoreSite | 2950 Stender Way | 95054 | Santa Clara | California, | USA | This 101,250 ft2 data center is part of CoreSite’s 618,000 ft2 campus at Coronado Drive and Stender Way."
California,Vantage CA2 - Building 1,"Vantage Data Centers | 765 Mathew St | 95050 | Santa Clara | California, | USA | Occupying a 9-acre campus, it boasts three state-of-the-art, four-story data centers encompassing over 541,000 square feet of space and 75MW of critical IT load."
California,Vantage CA2 -Santa Clara II Campus,"Vantage Data Centers | 625-765 Mathew St | 95050 | Santa Clara | California, | USA | Occupying a 9-acre campus, it boasts three state-of-the-art, four-story data centers encompassing over 541,000 square feet of space and 75MW of critical IT load."
California,Vantage CA2 - Building 2,"Vantage Data Centers | 651 Mathew St | 95050 | Santa Clara | California, | USA | Occupying a 9-acre campus, it boasts three state-of-the-art, four-story data centers encompassing over 541,000 square feet of space and 75MW of critical IT load."
California,Vantage CA2 - Building 3,"Vantage Data Centers | 737 Mathew St | 95050 | Santa Clara | California, | USA | Occupying a 9-acre campus, it boasts three state-of-the-art, four-story data centers encompassing over 541,000 square feet of space and 75MW of critical IT load."
California,Lumen Santa Clara 1,"Lumen | 3045 Raymond Street | 95054 | Santa Clara | California, | USA | For all information regarding Products and Services for Level 3 Communications go to www.level3.com"
California,IBM SJC01,"IBM | 3105 Alfred St | 95054 | Santa Clara | California, | USA | IBM Cloud delivers secure, scalable, and high-performance cloud solutions, empowering businesses with innovative infrastructure and seamless global connectivity."
California,Tata Communications Santa Clara,"Tata Communications | 1100 Space Park Dr | 95054 | Santa Clara | California, | USA | Our colocation facilities are built on global standards to ensure the highest level of security for your critical applications and data."
California,365 Main Street (SFO12),"Digital Realty | 365 Main Street | 94105 | San Francisco | California, | USA | This facility encompasses 227,000 gross square feet containing approximately 86,000 square feet of raised floor."
California,200 Paul Avenue (SFO10),"Digital Realty | 200 Paul Avenue | 94124 | San Francisco | California, | USA | 200 Paul Avenue is one of the premier telecom carrier facilities in the United States consisting of over 450,000 square feet"
California,Novva San Francisco,"Novva | 400 Paul Ave | 94124 | San Francisco | California, | USA | Addressing the scarcity of data centers in the Northern California region, Novva's San Francisco facility offers a solution built with innovation and sustainability in mind."
California,Fortress Data Centers,"Fortress Data Centers | 274 Brannan Street | 94107 | San Francisco | California, | USA | Fortress Data Centers owns and operates Edge Computing, Direct Cloud On-Boarding, Mission Critical Compliant Colocation, Meet-Me Room Connectivity and 5G Enabled Data Centers purpose built for metropolitan localization and densification."
California,Colocation America SFDC1,"Colocation America | 200 Paul Ave | 94124 | San Francisco | California, | USA | Colocation America's colocation data center in 200 Paul facility in San Francisco"
California,Data Center 360 Spear Street,"Fastmetrics LLC | 360 Spear Street | 94105 | San Francisco | California, | USA | Rack space for rent, selection of cabinets or cages on the main Data Center floor - 360 Spear Street, San Francisco"
California,Centersquare - Silicon Valley SFO3-A,"Csquare | 1400 Kifer Rd | 94086 | Sunnyvale | California, | USA | Cyxtera Technologies combines a worldwide footprint of 50+ best-in-class data centers with a portfolio of modern, cloud- and hybrid-ready security and analytics offerings."
California,UnitedLayer San Francisco,"UnitedLayer, Inc. | 200 Paul Ave | 94124 | San Francisco | California, | USA | UnitedLayer's San Francisco datacenter: A Tier-3+ colocation facility where cutting-edge technology meets eco-conscious design, ensuring unparalleled reliability and sustainability."
California,Centersquare - Silicon Valley SFO3-B,"Csquare | 1320 Kifer Rd | 94086 | Sunnyvale | California, | USA | Cyxtera Technologies combines a worldwide footprint of 50+ best-in-class data centers with a portfolio of modern, cloud- and hybrid-ready security and analytics offerings."
California,Guadalupe Quarry Redevelopment Project,"Orchard Partners | 1 Quarry Rd | 94005 | Brisbane | California, | USA | The development, led by Orchard Partners LLC, now includes a 180,000-square-foot data center and accompanying industrial space on 62 acres of a 144-acre site. The remaining 82 acres are designated for ecological preservation."
California,Data Center 365 Main Street,"Fastmetrics LLC | 365 Main Street | 94105 | San Francisco | California, | USA | High Speed Point to Point Connections, Rack Space,  Virtual & Dedicated Servers - 365 Main Street, San Francisco"
California,CoreSite Santa Clara (SV6),"CoreSite | 3001 Coronado Dr | 95054 | Santa Clara | California, | USA | Instantly build a corporate data center in the cloud using the technologies you know best."
California,Lumen San Francisco 1,"Lumen | 185 Berry Street | 94107 | San Francisco | California, | USA | For all information regarding Products and Services for Level 3 Communications go to www.level3.com"
California,Lumen San Francisco 3,"Lumen | 200 Paul Avenue | 94124 | San Francisco | California, | USA | For all information regarding Products and Services for Level 3 Communications go to www.level3.com"
California,Data Canopy - San Francisco,"Data Canopy | 630 Third Street | 94107 | San Francisco | California, | USA | HOSTING builds and operates high-performance clouds for business-critical applications. We own and operate six data centers across the United States under an ITIL-based control environment independently validated for compliance against the PCI DSS and SOC frameworks."
California,JMA Wired,"JMA Ventures, LLC | 360 Spear St | 94105 | San Francisco | California, | USA | Please see the profile for further details."
California,T5 Data Centers - T5@Silicon Valley,"T5 Data Centers | 39800 Eureka Dr | 94560 | Newark | California, | USA | Flexible, high-density data center in the technological heart of Silicon Valley."
California,Prime Silicon Valley - Hayward,"Prime Data Centers | 26415 Corporate Ave | 94545 | Hayward | California, | USA | Prime’s 20MW Hayward data center is located at 26415 Corporate Ave in the heart of Silicon Valley. The data center is fully leased to a hyperscale provider."
California,Hurricane Electric Fremont 1,"Hurricane Electric | 760 Mission Ct | 94539 | Fremont | California, | USA | Please see the profile for further details."
California,Hurricane Electric Fremont 2,"Hurricane Electric | 48233 Warm Springs Blvd | 94539 | Fremont | California, | USA | Please see the profile for further details."
California,Apple Newark Data Center,"Apple | 39800 Eureka Drive | 94560 | Newark | California, | USA | Please see the profile for further details about Apple Newark Data Center."
California,37887 Shinn Street,"Valley Oak Partners | 37887 Shinn St | 94536 | Fremont | California, | USA | Valley Oak Partners is set to enhance Fremont, California's infrastructure with a proposed 90MW data center. Spanning a substantial 490,000 square feet on the historic site of the former USG plant, this facility promises to be a significant addition to the region's technological landscape."
California,Cogent Data Center - Livermore,"Cogent Communications, Inc. | 8851 Manning Rd | 94551 | Livermore | California, | USA | Cogent's Livermore Data Center provides a secure and reliable environment for your data needs. Spanning 9,095 square feet, this facility is equipped with 42U cabinets and offers multiple power options, including UPS and backup generators."
California,STACK Infrastructure SVY03A,"STACK INFRASTRUCTURE | 26203 Production Ave | 94545 | Hayward | California, | USA | STACK Infrastructure is proposing the SVY03A Data Center Campus, a modern facility located in Hayward, California."
California,Lumen Hayward 1,"Lumen | 23965 Connecticut St | 94545 | Hayward | California, | USA | For all information regarding Products and Services for Lumen go to www.lumen.com"
California,AT&T Hayward,"AT&T | 221 W Winton Ave | 94544 | Hayward | California, | USA | Please see the profile for further details about AT&T Hayward."
California,Viridio Solar Powered Data Center,"Viridio | 25655 Louisa Lane | 92585 | Romoland | California, | USA | AISO.net boasts a Tier 3+ N+1 system redundancy in a solar powered data center in Riverside County that incorporates infrastructure architecture to eliminate all single points of failures. AISO uses the most advanced features to achieve unparalleled reliability and energy efficiency"
California,Acorn Technology Services Data Center,"Acorn Technology Services | 1960 Chicago Ave | 92507 | Riverside | California, | USA | MarquisNet Riverside boasts system + system redundancy in a state-of-the-art 23,000-square-foot data center that incorporates critical infrastructure architecture to eliminate all single points of failures. MarquisNet uses the most advanced design features to achieve unparalleled reliability."
California,Cogent Data Center - Palm Springs,"Cogent Communications, Inc. | 3601 N Indian Canyon Dr | 92262 | Palm Springs | California, | USA | Please see the profile for further details about Cogent Data Center - Palm Springs."
California,Lumen Riverside 1,"Lumen | 1550 Malborough Avenue | 92507 | Riverside | California, | USA | For all information regarding Products and Services for Level 3 Communications go to www.level3.com"
California,200 North Nash Street (LAX11),"Digital Realty | 200 North Nash Street | 90245 | El Segundo | California, | USA | Digital Realty is the world's leading provider of premium data center solutions. Please see the profile for further details."
California,Equinix LA4,"Equinix | 445 N Douglas St | 90245 | El Segundo | California, | USA | Known as Equinix IBX LA3. Please see the profile for further details."
California,Evocative LAX10,"Evocative Data Centers | 2260 E El Segundo Blvd | 90245 | El Segundo | California, | USA | Evocative's Los Angeles facility located near the Los Angeles International Airport benefits from being in one of the premier data centers in the Southern California area."
California,Digital West Data Center,"Digital West Networks | 711 Tank Farm Rd | 93401 | San Luis Obispo | California, | USA | Digital West Networks SBP1 San Luis Obispo, Our primary colocation facility in San Luis Obispo, CA"
California,H5 Data Centers San Luis Obispo,"H5 Data Centers | 3610 Sacramento Dr. | 93401 | San Luis Obispo | California, | USA | At our San Luis Obispo data center, H5 Data Centers can provide access to a powered shell or full build-to-suit data center, which allows customization and data center tier architecture based on the required uptime of the networking, compute and storage requirements."
California,Lumen San Luis Obispo 1,"Lumen | 775 Capitolio Way | 93401 | San Luis Obispo | California, | USA | For all information regarding Products and Services for Level 3 Communications go to www.lumen.com"
California,Lumen San Luis Obispo 2,"Lumen | 254 Granada Drive | 93401 | San Luis Obispo | California, | USA | For all information regarding Products and Services for Level 3 Communications go to www.level3.com"
California,NYGC Bakersfield,"NewYork GreenCloud | Mt Poso Conservation Plant Rd | 93308 | Bakersfield | California, | USA | NYGC Bakersfield is a 45MW AI-powered data center in Bakersfield, California, utilizing a refurbished 45MW biomass plant for renewable energy and featuring an 180MWh battery storage system."
California,Lumen Bakersfield 2,"Lumen | 1430 Truxtun Ave | 93301 | Bakersfield | California, | USA | Please see the profile for further details."
California,Lumen Bakerfield 1,"Lumen | 2020 P. Street | 93311 | Bakersfield | California, | USA | For all information regarding Products and Services for Level 3 Communications go to www.level3.com"
California,Unwired FAT1,"unWired Broadband | 414 Bedford | 93711 | Fresno | California, | USA | unWired Broadband FAT1 Colocation location in California's Central Valley. Call us today for quotes and more information."
California,Lumen Fresno 1,"Lumen | 305 W. Napa Ave | 93706 | Fresno | California, | USA | For all information regarding Products and Services for Level 3 Communications go to www.level3.com"
California,Lumen Fresno 2,"Lumen | 7576 N Del Mar Ave | 93711 | Fresno | California, | USA | Please see the profile for further details."
California,Modesto City Tower,"Ayera Technologies, Inc. | 801 Tenth Street | 95354 | Modesto | California, | USA | Providing Colocation Space, Dedicated, VPS, and Shared Servers.  Location is in central California, south of Sacramento, east of SF Bay Area in a seismically-stable region, not in a flood plain."
California,Lumen Modesto,"Lumen | 1224 13th Street | 95354 | Modesto | California, | USA | For all information regarding Products and Services for Level 3 Communications go to www.level3.com"
California,Impulse Santa Barbara,"Impulse Advanced Communications | 104 W Anapamu St | 93101 | Santa Barbara | California, | USA | Full-service data center in Santa Barbara, California. Full-service data center in Santa Barbara, California."
California,Lumen Santa Barbara,"Lumen | 122 Helena Ave | 92101 | Santa Barbara | California, | USA | For all information regarding Products and Services for Level 3 Communications go to www.level3.com"
California,CalEthos Campus Site 2,"CalEthos, Inc. | W Sinclair Rd / E Hoober Rd | 92233 | Calipatria | California, | USA | Calethos, Inc. is developing a large-scale, clean-energy powered data center campus in Southern California's Lithium Valley."
California,CalEthos Campus Site 1,"CalEthos, Inc. | Hwy 111 & W Sinclair Road / E Hoober Rd | 92233 | Calipatria | California, | USA | Calethos, Inc. is developing a large-scale, clean-energy powered data center campus in Southern California's Lithium Valley."
California,CalEthos Site 1 - Building 3,"CalEthos, Inc. | Hwy 111 | 92233 | Calipatria | California, | USA | Calethos, Inc. is developing a large-scale, clean-energy powered data center campus in Southern California's Lithium Valley."
California,CalEthos Site 2 - Building 3,"CalEthos, Inc. | W Sinclair Rd | 92233 | Calipatria | California, | USA | Calethos, Inc. is developing a large-scale, clean-energy powered data center campus in Southern California's Lithium Valley."
California,CalEthos Site 1 - Building 4,"CalEthos, Inc. | Hwy 111 & W Sinclair Rd | 92233 | Calipatria | California, | USA | Calethos, Inc. is developing a large-scale, clean-energy powered data center campus in Southern California's Lithium Valley."
California,CalEthos Site 2 - Building 4,"CalEthos, Inc. | W Sinclair Rd | 92233 | Calipatria | California, | USA | Calethos, Inc. is developing a large-scale, clean-energy powered data center campus in Southern California's Lithium Valley."
California,CalEthos Site 1 - Building 5,"CalEthos, Inc. | W Sinclair Rd | 92233 | Calipatria | California, | USA | Calethos, Inc. is developing a large-scale, clean-energy powered data center campus in Southern California's Lithium Valley."
